region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state
birmingham,8950,2011.0,ford,ford - f-150,excellent,6 cylinders,gas,164000.0,clean,automatic,fwd,full-size,truck,white,al
birmingham,14141,2017.0,ram,ram - promaster city cargo van,like new,4 cylinders,gas,102386.0,clean,automatic,fwd,full-size,van,white,al
birmingham,18777,2016.0,volvo,volvo - s60 inscription platinum,like new,4 cylinders,gas,38561.0,clean,automatic,fwd,mid-size,sedan,silver,al
birmingham,28500,2019.0,gmc,gmc - acadia,good,6 cylinders,gas,43961.0,clean,automatic,fwd,full-size,SUV,black,al
birmingham,23900,2017.0,jeep,jeep - grand cherokee,good,6 cylinders,gas,50543.0,clean,automatic,rwd,full-size,SUV,black,al
birmingham,13500,2000.0,jeep,jeep - wrangler sport,good,6 cylinders,gas,149980.0,clean,automatic,4wd,full-size,SUV,blue,al
birmingham,19500,2013.0,infiniti,infiniti - qx 56,like new,8 cylinders,gas,119895.0,clean,automatic,4wd,full-size,SUV,grey,al
birmingham,7991,2011.0,dodge,dodge - caliber mainstreet,excellent,4 cylinders,gas,93333.0,clean,automatic,fwd,mid-size,hatchback,white,al
birmingham,9800,2010.0,cadillac,cadillac - srx luxury,good,6 cylinders,gas,132815.0,clean,automatic,fwd,full-size,SUV,black,al
birmingham,8950,2011.0,ford,ford - f-150,excellent,6 cylinders,gas,164000.0,clean,automatic,fwd,full-size,truck,white,al
birmingham,21900,2011.0,chevrolet,chevrolet - camaro 2ss,good,8 cylinders,gas,93096.0,clean,automatic,rwd,full-size,convertible,blue,al
birmingham,22900,2018.0,nissan,nissan - frontier,good,4 cylinders,gas,14570.0,clean,automatic,rwd,full-size,truck,custom,al
birmingham,30900,2015.0,chevrolet,chevrolet - silverado 1500,good,8 cylinders,gas,114800.0,clean,automatic,4wd,full-size,truck,custom,al
birmingham,24900,2015.0,chevrolet,chevrolet - silverado 1500,good,8 cylinders,gas,119569.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,49990,2015.0,ford,ford - super duty f-550 drw,good,10 cylinders,gas,41631.0,clean,automatic,4wd,full-size,truck,green,al
birmingham,38990,2013.0,chevrolet,chevrolet - express commercial cutaway,good,8 cylinders,gas,134000.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,34990,2017.0,ram,ram - 2500,good,8 cylinders,gas,135740.0,clean,automatic,4wd,full-size,truck,white,al
birmingham,29990,2003.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,54703.0,clean,manual,4wd,full-size,truck,red,al
birmingham,38990,2016.0,mitsubishi,mitsubishi - fuso fe180,good,4 cylinders,diesel,33474.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,28990,2008.0,ford,ford - super duty f-450 drw,good,8 cylinders,gas,118078.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,49990,2013.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,98689.0,clean,automatic,4wd,full-size,truck,white,al
birmingham,26990,2016.0,ford,ford - econoline commercial cutaway,good,10 cylinders,gas,105070.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,24990,2008.0,ford,ford - econoline cargo van,good,8 cylinders,gas,139567.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,24990,2014.0,mitsubishi,mitsubishi - fuso fe,good,4 cylinders,diesel,117851.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,47990,2014.0,ford,ford - super duty f-550 drw,good,8 cylinders,diesel,39253.0,clean,automatic,4wd,full-size,truck,white,al
birmingham,22990,2016.0,ford,ford - econoline commercial cutaway,good,8 cylinders,gas,181410.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,29990,2007.0,ford,ford - super duty f-750 straight frame,good,8 cylinders,diesel,124669.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,23990,2007.0,chevrolet,chevrolet - silverado 3500 classic,good,8 cylinders,gas,32853.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,26990,2016.0,ford,ford - super duty f-750 straight frame,good,8 cylinders,diesel,201035.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,34990,2001.0,ford,ford - super duty f-350 drw,good,8 cylinders,diesel,70200.0,clean,automatic,4wd,full-size,truck,custom,al
birmingham,39990,2017.0,ford,ford - f-650 sd,good,10 cylinders,gas,68655.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,31990,2013.0,ford,ford - super duty f-250 srw,good,8 cylinders,gas,101335.0,clean,automatic,4wd,full-size,truck,white,al
birmingham,36490,2018.0,ford,ford - e-series cutaway,good,10 cylinders,gas,16535.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,35990,2017.0,mitsubishi,mitsubishi - fuso fe160,good,4 cylinders,diesel,45925.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,34500,2019.0,ford,ford - transit,like new,6 cylinders,gas,7646.0,clean,automatic,rwd,full-size,van,white,al
birmingham,16900,2014.0,ford,ford - transit connect,excellent,4 cylinders,gas,35173.0,clean,automatic,fwd,full-size,van,white,al
birmingham,32700,2019.0,ford,ford - transit,like new,6 cylinders,gas,13646.0,clean,automatic,rwd,full-size,van,white,al
birmingham,32900,2019.0,ford,ford - transit,like new,6 cylinders,gas,6735.0,clean,automatic,rwd,full-size,van,white,al
birmingham,34800,2019.0,ford,ford - transit,like new,6 cylinders,gas,31020.0,clean,automatic,rwd,full-size,van,white,al
birmingham,9500,2014.0,ford,ford - transit connect,excellent,4 cylinders,gas,219581.0,clean,automatic,fwd,full-size,van,white,al
birmingham,9800,2012.0,kia,kia - soul,good,4 cylinders,gas,76117.0,clean,automatic,fwd,mid-size,wagon,white,al
birmingham,19900,2004.0,chevrolet,chevrolet - ssr,good,8 cylinders,gas,72333.0,clean,automatic,rwd,full-size,pickup,silver,al
birmingham,35500,2019.0,chevrolet,chevrolet - silverado 4x4,like new,8 cylinders,gas,7189.0,clean,automatic,4wd,full-size,truck,black,al
birmingham,12900,2013.0,nissan,nissan - frontier s king cab,good,4 cylinders,gas,47751.0,rebuilt,manual,rwd,full-size,pickup,silver,al
birmingham,6950,2008.0,honda,honda - civic exl,excellent,4 cylinders,gas,135000.0,clean,automatic,fwd,mid-size,sedan,silver,al
birmingham,5950,2008.0,honda,honda - accord,excellent,4 cylinders,gas,190000.0,clean,automatic,fwd,mid-size,sedan,grey,al
birmingham,6350,2013.0,toyota,toyota - corolla le,excellent,4 cylinders,gas,184000.0,clean,automatic,fwd,mid-size,sedan,silver,al
birmingham,18900,2015.0,ford,ford - f-150 supercab xlt,good,6 cylinders,gas,112165.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,4900,2007.0,volkswagen,volkswagen - jetta gli fahrenheit,good,4 cylinders,gas,243730.0,clean,manual,fwd,mid-size,sedan,yellow,al
birmingham,16900,2017.0,chrysler,chrysler - pacifica l,good,6 cylinders,gas,88987.0,clean,automatic,fwd,full-size,mini-van,silver,al
birmingham,19900,2018.0,kia,kia - sportage,good,4 cylinders,gas,35823.0,clean,automatic,fwd,full-size,SUV,black,al
birmingham,17900,2013.0,ram,ram - 1500,good,8 cylinders,gas,153943.0,clean,automatic,4wd,full-size,truck,white,al
birmingham,14900,2015.0,subaru,subaru - xv crosstrek,good,4 cylinders,gas,97061.0,clean,automatic,4wd,full-size,SUV,orange,al
birmingham,20900,2013.0,ford,ford - f-150,good,6 cylinders,gas,152233.0,clean,automatic,4wd,full-size,truck,grey,al
birmingham,7400,2007.0,lexus,lexus - rx350,good,6 cylinders,gas,181000.0,clean,automatic,fwd,mid-size,SUV,white,al
birmingham,12900,2015.0,volkswagen,volkswagen - passat,excellent,4 cylinders,diesel,74400.0,clean,automatic,fwd,mid-size,sedan,white,al
birmingham,7500,2011.0,kia,kia - soul,excellent,4 cylinders,gas,51000.0,clean,automatic,fwd,compact,SUV,silver,al
birmingham,5500,2007.0,toyota,toyota - yaris,excellent,4 cylinders,gas,51000.0,clean,manual,fwd,compact,hatchback,blue,al
birmingham,20300,2017.0,ford,ford - transit 150,excellent,6 cylinders,gas,141625.0,clean,automatic,rwd,full-size,van,white,al
birmingham,29600,2019.0,gmc,gmc - savana,like new,8 cylinders,gas,30052.0,clean,automatic,rwd,full-size,van,white,al
birmingham,9500,2014.0,ford,ford - transit connect,excellent,4 cylinders,gas,219581.0,clean,automatic,fwd,full-size,van,white,al
birmingham,36700,2019.0,ford,ford - transit 250,excellent,6 cylinders,gas,14985.0,clean,automatic,rwd,full-size,van,white,al
birmingham,32800,2018.0,ford,ford - transit,excellent,6 cylinders,gas,43479.0,clean,automatic,rwd,full-size,van,white,al
birmingham,31900,2019.0,ford,ford - transit 250,excellent,6 cylinders,gas,29497.0,clean,automatic,rwd,full-size,van,white,al
birmingham,34800,2019.0,ford,ford - transit,excellent,6 cylinders,gas,31020.0,clean,automatic,rwd,full-size,van,white,al
birmingham,24900,2016.0,ford,ford - econoline,excellent,8 cylinders,gas,122238.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,17900,2011.0,chevrolet,chevrolet - camaro ss,good,8 cylinders,gas,133847.0,clean,manual,rwd,full-size,coupe,white,al
birmingham,7450,2004.0,toyota,toyota - 4runner sr5,like new,6 cylinders,gas,218000.0,clean,automatic,rwd,mid-size,SUV,grey,al
birmingham,9950,2010.0,ford,ford - e250,excellent,8 cylinders,gas,177000.0,clean,automatic,rwd,full-size,van,white,al
birmingham,16900,2015.0,nissan,nissan - pathfinder sv,like new,6 cylinders,gas,78808.0,clean,automatic,fwd,full-size,SUV,red,al
birmingham,24500,2006.0,ford,ford - f550,excellent,8 cylinders,diesel,147000.0,clean,automatic,rwd,full-size,truck,white,al
birmingham,10500,2010.0,acura,acura - mdx,excellent,6 cylinders,gas,173000.0,clean,automatic,4wd,full-size,SUV,grey,al
birmingham,11987,2012.0,lexus,lexus - ct 200h f-sport,excellent,4 cylinders,gas,117000.0,clean,automatic,fwd,mid-size,hatchback,white,al
birmingham,40000,2017.0,ford,ford - f-150,like new,6 cylinders,gas,44000.0,clean,automatic,rwd,full-size,truck,blue,al
dothan,49900,2019.0,lexus,lexus - rx 450h,new,6 cylinders,hybrid,1900.0,clean,automatic,4wd,full-size,SUV,white,al
dothan,9900,2012.0,mini,mini - cooper countryman s,excellent,4 cylinders,gas,108301.0,clean,automatic,fwd,mid-size,hatchback,green,al
dothan,10900,2012.0,mini,mini - cooper hardtop s,excellent,4 cylinders,gas,92000.0,clean,automatic,fwd,mid-size,hatchback,blue,al
dothan,15900,2011.0,mercedes-benz,mercedes-benz - benz glk 350,excellent,6 cylinders,gas,63000.0,clean,automatic,rwd,mid-size,SUV,white,al
florence / muscle shoals,16500,2013.0,ford,ford - escape sel,excellent,4 cylinders,gas,51500.0,clean,automatic,fwd,mid-size,SUV,red,al
florence / muscle shoals,23000,2010.0,jeep,jeep - wrangler unlimited,excellent,6 cylinders,gas,112000.0,clean,automatic,4wd,full-size,SUV,red,al
florence / muscle shoals,14900,1999.0,jeep,jeep - wrangler,good,6 cylinders,gas,140212.0,clean,manual,4wd,full-size,SUV,green,al
florence / muscle shoals,27900,2014.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,117834.0,clean,automatic,4wd,full-size,SUV,white,al
florence / muscle shoals,26900,2014.0,jeep,jeep - wrangler,like new,6 cylinders,gas,64700.0,clean,automatic,4wd,full-size,SUV,black,al
florence / muscle shoals,24900,2012.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,113761.0,clean,automatic,4wd,full-size,SUV,red,al
florence / muscle shoals,23900,2015.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,77785.0,clean,manual,4wd,full-size,SUV,orange,al
florence / muscle shoals,19500,2013.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,124055.0,clean,automatic,4wd,full-size,SUV,blue,al
florence / muscle shoals,24900,2012.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,113761.0,clean,automatic,4wd,full-size,SUV,red,al
florence / muscle shoals,26900,2014.0,jeep,jeep - wrangler,like new,6 cylinders,gas,64700.0,clean,automatic,4wd,full-size,SUV,black,al
gadsden-anniston,5500,2008.0,ford,ford - mustang gt premium,good,8 cylinders,gas,150000.0,lien,manual,rwd,compact,coupe,black,al
huntsville / decatur,7850,2014.0,toyota,toyota - corolla,good,4 cylinders,gas,87321.0,rebuilt,automatic,fwd,compact,sedan,silver,al
huntsville / decatur,6500,2007.0,subaru,subaru - forrester,good,4 cylinders,gas,148980.0,clean,automatic,4wd,mid-size,hatchback,black,al
huntsville / decatur,14900,2007.0,toyota,toyota - tacoma double cab sr5,excellent,6 cylinders,gas,163211.0,clean,automatic,rwd,mid-size,truck,blue,al
huntsville / decatur,16495,2008.0,ford,ford - f-150 supercrew limited,excellent,8 cylinders,gas,154069.0,clean,automatic,4wd,full-size,truck,white,al
huntsville / decatur,16600,2014.0,acura,acura - rdx technology,good,6 cylinders,gas,100784.0,clean,automatic,fwd,mid-size,SUV,silver,al
huntsville / decatur,10495,2013.0,ford,ford - escape sel,excellent,4 cylinders,gas,109004.0,clean,automatic,fwd,mid-size,SUV,grey,al
huntsville / decatur,8950,2014.0,toyota,toyota - corolla,good,4 cylinders,gas,131681.0,clean,automatic,fwd,compact,sedan,grey,al
huntsville / decatur,13900,2014.0,nissan,nissan - altima 2.5 s,excellent,4 cylinders,gas,34761.0,clean,automatic,fwd,full-size,sedan,brown,al
huntsville / decatur,9300,2010.0,chrysler,chrysler - town & country touring,good,6 cylinders,gas,93809.0,clean,automatic,fwd,full-size,mini-van,silver,al
huntsville / decatur,17900,2005.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,117716.0,clean,manual,4wd,full-size,SUV,red,al
huntsville / decatur,17900,2004.0,jeep,jeep - wrangler,excellent,6 cylinders,gas,113661.0,clean,automatic,fwd,full-size,SUV,brown,al
huntsville / decatur,12900,1999.0,jeep,jeep - wrangler,good,6 cylinders,gas,178587.0,clean,manual,4wd,full-size,SUV,white,al
huntsville / decatur,19900,2018.0,nissan,nissan - rogue sv,excellent,4 cylinders,gas,66300.0,clean,automatic,fwd,mid-size,SUV,blue,al
huntsville / decatur,18600,2015.0,toyota,toyota - sienna xle,excellent,6 cylinders,gas,114542.0,clean,automatic,fwd,full-size,mini-van,black,al
huntsville / decatur,8950,2014.0,toyota,toyota - corolla,good,4 cylinders,gas,131681.0,clean,automatic,fwd,compact,sedan,grey,al
huntsville / decatur,8900,2010.0,honda,honda - accord lx,good,4 cylinders,gas,134037.0,clean,automatic,fwd,full-size,sedan,grey,al
huntsville / decatur,23990,2010.0,chevrolet,chevrolet - camaro,excellent,8 cylinders,gas,19000.0,clean,manual,rwd,full-size,coupe,blue,al
huntsville / decatur,8995,2011.0,nissan,nissan - murano sl,excellent,6 cylinders,gas,113374.0,clean,automatic,fwd,full-size,SUV,silver,al
huntsville / decatur,10900,2009.0,nissan,nissan - titan,good,8 cylinders,gas,199912.0,clean,automatic,rwd,full-size,truck,silver,al
huntsville / decatur,27900,2014.0,chevrolet,chevrolet - silverado 3500hd,good,8 cylinders,diesel,170525.0,clean,automatic,4wd,full-size,truck,white,al
huntsville / decatur,4800,2004.0,chevrolet,chevrolet - avalanche,good,8 cylinders,gas,226386.0,clean,automatic,4wd,full-size,pickup,black,al
huntsville / decatur,32900,2019.0,ford,ford - transit,like new,6 cylinders,gas,6735.0,clean,automatic,rwd,full-size,van,white,al
huntsville / decatur,11500,2013.0,chevrolet,chevrolet - express,excellent,8 cylinders,gas,228699.0,clean,automatic,rwd,full-size,van,white,al
huntsville / decatur,31900,2019.0,ford,ford - transit,like new,6 cylinders,gas,29497.0,clean,automatic,rwd,mid-size,van,white,al
huntsville / decatur,29900,2019.0,ford,ford - f-150,like new,8 cylinders,gas,23004.0,clean,automatic,rwd,full-size,truck,white,al
